北京市C\西城区D\富华南路1586号1层A\ O\Kiki yangR\0592-2952636T\
北京C\西城区D\沂河路与沃尔沃路交汇处南500米路西A\ O\Kiki yangR\84776739T\
北京C\西城区D\顺河镇顺昌路81号A\ O\Kiki yangR\010-80712719T\
北京市C\西城D\枣园镇小枣沟头村A\ O\Kiki yangR\15010755189T\
北京市C\西城D\林山乡詹村村65号A\ O\Kiki yangR\0311-66561020T\
北京C\西城D\沛屯大道东侧金凤凰装饰城15#22号A\ O\Kiki yangR\56036480T\
北京C\西城D\龙潭总部经济城汇润国际2号楼13楼1306号A\ O\Kiki yangR\0755-22919780T\
LinaR\0371-58508009T\ O\北京市C\朝阳区D\槐店镇吉祥东路A\
河北省P\石家庄市C\灵寿D\甜城大道999号内江国际家居商贸城写字楼7楼2号A\ O\牛莉莉R\18768113050T\
河北P\石家庄市C\灵寿D\宋庄路26号院11号楼23层2306A\ O\牛莉莉R\010-83030601T\
河北省P\石家庄C\灵寿D\高新园天宫殿街道锦橙路28号12幢16-2A\ O\牛莉莉R\029-89287860T\
河北P\石家庄C\灵寿D\高新四路9号和泰科技园4号厂房3楼302号房A\ O\牛莉莉R\010-56024877T\
李怀安R\63220808T\ O\河北P\石家庄市C\高邑县D\大庙集镇吴桥村委会高桥村A\
李怀安R\65206393T\ O\河北省P\石家庄C\高邑县D\广场南路205号恒茂国际华城16栋A座703室A\
李怀安R\0898-68716117T\ O\河北P\石家庄C\高邑县D\云东海街道同福北路金芙蓉2栋5层505(仅作办公场所使用）（住所申报）A\
李怀安R\010-85654257T\ O\河北省P\石家庄市C\高邑D\工业园二期标准厂房B1栋A\
李怀安R\010-84318380T\ O\河北P\石家庄市C\高邑D\三江街道石门农垦场九队国庆寺A\
李怀安R\021-63224133T\ O\河北省P\石家庄C\高邑D\天子湖镇良朋村A\
李怀安R\01064770079T\ O\河北P\石家庄C\高邑D\新圩镇上清涵村多婆岭A\
河北P\石家庄市C\深泽县D\南泉街道万河村庙上社A\ O\王志光R\021-61093880T\
河北省P\石家庄C\深泽县D\毛坪镇凡山村3组27号A\ O\王志光R\024-31883708T\
河北P\石家庄C\深泽县D\长乐东路2999号京都国际第1幢1单元28层12809号房A\ O\王志光R\53657722T\
河北省P\石家庄市C\深泽D\国购广场（二期）第B-D号楼1单元1层010112室A\ O\王志光R\010-58618773T\
河北P\石家庄市C\深泽D\悦秀路8号朗悦居商住楼2栋08卡（首层）A\ O\王志光R\18801372116T\
河北省P\石家庄C\深泽D\新湖街道办事处和平街商品房4号楼1-1号二层A\ O\王志光R\0770-2881987T\
河北P\石家庄C\深泽D\王店镇百乐路95-97号A\ O\王志光R\56230009T\
梁国秀R\020-38891740T\ O\河北P\石家庄市C\赞皇县D\中山路１７８号建设银行十楼A\
梁国秀R\0755-33312788T\ O\河北省P\石家庄C\赞皇县D\中等职业技术学校内A\
梁国秀R\85654257T\ O\河北P\石家庄C\赞皇县D\龙广镇纳东组A\
梁国秀R\0571-56707047T\ O\河北省P\石家庄市C\赞皇D\芙蓉南路三段178号韶峰星苑1栋303房。A\
梁国秀R\13810118453T\ O\河北P\石家庄市C\赞皇D\蝴蝶山路58号阳光花园17栋3-17室A\
梁国秀R\010-64013511T\ O\河北省P\石家庄C\赞皇D\鳌江镇新河中路325号A\
梁国秀R\010-58211491T\ O\河北P\石家庄C\赞皇D\滨路36号C座702号房A\
河北P\石家庄市C\无极县D\王店镇余庄村余庄A\ O\杨美玲R\010-85132114T\
河北省P\石家庄C\无极县D\锦溪南路351号A\ O\杨美玲R\0755-26463388T\
河北P\石家庄C\无极县D\颐和家园第15#楼1-401号房A\ O\杨美玲R\13511081288T\
河北省P\石家庄市C\无极D\棠下镇中心村民委员会竹溪下村村民小组边岗（土名）8号厂房A\ O\杨美玲R\13511081288T\
河北P\石家庄市C\无极D\邢州北路海大商务中心102号A\ O\杨美玲R\15701147074T\
河北省P\石家庄C\无极D\水东镇虔东大道90号时间公园E25栋502室A\ O\杨美玲R\18610735556T\
河北P\石家庄C\无极D\天城镇新建路东段A\ O\杨美玲R\020-37591212T\
胡志光R\021-50339500T\ O\河北P\石家庄市C\平山县D\淮河路1132号后楼五层A\
胡志光R\022-88278000T\ O\河北省P\石家庄C\平山县D\文化路北段1652号A\
胡志光R\021-34698620T\ O\河北P\石家庄C\平山县D\海口路9号内3号楼403A\
胡志光R\023-88960686T\ O\河北省P\石家庄市C\平山D\桂城街道简平路12号天安数码新城6期1座703室A\
胡志光R\0755-22919780T\ O\河北P\石家庄市C\平山D\曼哈顿广场20#铺101.201.202A\
胡志光R\56037666T\ O\河北省P\石家庄C\平山D\仙葫五合村那秀坡4号A\
胡志光R\17602124810T\ O\河北P\石家庄C\平山D\大栗港镇红金村红泥村民组A\
河北P\石家庄市C\元氏县D\淮中大道494号A\ O\赵学明R\010-64401938T\
河北省P\石家庄C\元氏县D\鹤城街道大街143号A\ O\赵学明R\0532-66067798T\
河北P\石家庄C\元氏县D\琼湖办事处沅田路（杨柳山庄）112号A\ O\赵学明R\010-85870201T\
河北省P\石家庄市C\元氏D\新大路1069号47幢1号306室A\ O\赵学明R\13911025620T\
河北P\石家庄市C\元氏D\康岳花园长虹路9号A\ O\赵学明R\010-59798032T\
河北省P\石家庄C\元氏D\金棠路与金吉街交叉口北侧富盛幸福汇3幢501房A\ O\赵学明R\23784462T\
河北P\石家庄C\元氏D\永乐镇洛西村洛西屯A\ O\赵学明R\020-32030534T\
李百灵R\02866070293T\ O\河北P\石家庄市C\赵县D\前山所前山明珠南路3021号A号工业厂房第贰层2B003a号A\
李百灵R\010-64589662T\ O\河北省P\石家庄C\赵县D\万丰北路72号A\
李百灵R\010-57672837T\ O\河北P\石家庄C\赵县D\慎城镇郭庄村郭西队114号A\
河北P\石家庄市C\石家庄高新技术产业开发区D\北山里宏业枫华7-121号A\ O\杨赞伟R\010-85699999T\
河北省P\石家庄C\石家庄高新技术产业开发区D\淮中大道494号A\ O\杨赞伟R\010 87276615T\
河北P\石家庄C\石家庄高新技术产业开发区D\渌口镇均坝村黄家祠A\ O\杨赞伟R\010-51660200T\
河北省P\石家庄市C\高新区D\礼乐文昌花园文耀苑10幢111室A\ O\杨赞伟R\01082169107T\
河北P\石家庄市C\高新区D\崇寿镇中和路5-7号（中城家苑）A\ O\杨赞伟R\010-59344754T\
河北省P\石家庄C\高新区D\漓江路4号3楼A\ O\杨赞伟R\025-68158438T\
河北P\石家庄C\高新区D\恒华路1号附2号至72号1-商铺51号A\ O\杨赞伟R\0532-55756067T\
蒋海鹏R\010-52668763T\ O\河北P\石家庄市C\石家庄循环化工园区D\光明路南侧16号A\
蒋海鹏R\85728406T\ O\河北省P\石家庄C\石家庄循环化工园区D\九曲街道尤庄子村A\
蒋海鹏R\0512-65723673T\ O\河北P\石家庄C\石家庄循环化工园区D\湖滨街道琼林中路129号A\
蒋海鹏R\0311-66561020T\ O\河北省P\石家庄市C\石家庄循环化工园D\庙岭村红凌路博广园5-7号A\
蒋海鹏R\0756-8996261T\ O\河北P\石家庄市C\石家庄循环化工园D\海源北路丽阳星城127幢2单元201号A\
蒋海鹏R\13439147181T\ O\河北省P\石家庄C\石家庄循环化工园D\横店镇十里街436号A\
蒋海鹏R\010-59432786T\ O\河北P\石家庄C\石家庄循环化工园D\海溪乡海溪街49号A\
河北P\石家庄市C\辛集市D\荆山镇榴花苑 8#201A\ O\赵蔓娣R\010-59768988T\
河北省P\石家庄C\辛集市D\天津生态城动漫中路482号创智大厦204,TG第701号）A\ O\赵蔓娣R\021-64224530T\
河北P\石家庄C\辛集市D\季华四路河宕村下北3号商业楼6楼614号（住所申报）A\ O\赵蔓娣R\010-65227367T\
河北省P\石家庄市C\辛集D\三江街道箬隆村振兴路39号A\ O\赵蔓娣R\01058561539T\
河北P\石家庄市C\辛集D\天衢工业园石化北路*MA\ O\赵蔓娣R\01058561539T\
河北省P\石家庄C\辛集D\骆驼街道汇锦路18号A\ O\赵蔓娣R\53563458T\
河北P\石家庄C\辛集D\昆仑大道199号广西高峰天然香料物流中心B-3栋30-33、35-38号A\ O\赵蔓娣R\010-63832385T\
张发贵R\010-59768988T\ O\河北P\石家庄市C\晋州市D\上湖社999号之13A\
张发贵R\010-85699999T\ O\河北省P\石家庄C\晋州市D\溪乡文化活动中心2#楼二层202室A\
张发贵R\010-62151588T\ O\河北P\石家庄C\晋州市D\慎城镇大武村邱东队491号A\
张发贵R\010-62870300T\ O\河北省P\石家庄市C\晋州D\西津西路424号商业储运中心高展B02-1号A\
张发贵R\010-82827336T\ O\河北P\石家庄市C\晋州D\浯溪镇人民西路108号A\
张发贵R\01058075080T\ O\河北省P\石家庄C\晋州D\石槎路聚源街50号滨利国际大厦211室A\
张发贵R\010-59344754T\ O\河北P\石家庄C\晋州D\河南岸街道冰塘村冰塘组新青河坝横二路3号一楼A\
河北P\石家庄市C\新乐市D\通达路与涑河南街交汇处瑞联温州街C号楼714A\ O\吴家友R\0335-5892120T\
河北省P\石家庄C\新乐市D\临西三路与启阳路交汇东150米路南98号A\ O\吴家友R\020-85539127T\
河北P\石家庄C\新乐市D\凤凰路凤凰国际广场1号楼504室A\ O\吴家友R\010-85699999T\
河北省P\石家庄市C\新乐D\沣西新城，马王街道A\ O\吴家友R\010-57672837T\
河北P\石家庄市C\新乐D\南翔万商商贸物流城一期轻纺百货博览城1-2栋A座塔楼11层005、006、007号A\ O\吴家友R\85376899T\
河北省P\石家庄C\新乐D\轻工二路9号一座8号门A\ O\吴家友R\82731218T\
河北P\石家庄C\新乐D\昆山乡昆山新街21号门面A\ O\吴家友R\56036480T\
王艳娜R\15010755189T\ O\河北P\唐山市C\路南区D\两六路嘉和安顺建材城C2—6号A\
王艳娜R\010-59534290T\ O\河北省P\唐山C\路南区D\府山街道县西街110号A\
王艳娜R\010-63726121T\ O\河北P\唐山C\路南区D\泾川镇阳光水岸52幢5号A\
王艳娜R\010-62667558T\ O\河北省P\唐山市C\路南D\大丰镇延西路15号二楼A\
王艳娜R\010-65743881T\ O\河北P\唐山市C\路南D\明秀东路88号荣和山水绿城B2组团11号楼23A03号A\
王艳娜R\0532-66067798T\ O\河北省P\唐山C\路南D\塔指西路绿洲花园10幢1层16号门面A\
王艳娜R\01051581043T\ O\河北P\唐山C\路南D\蓝星万象城-22号-01706A\
河北P\唐山市C\路北区D\城南街道办事处杨村村3组A\ O\黄志超R\18719411289T\
河北省P\唐山C\路北区D\迎宾大道中118号1幢301-1号A\ O\黄志超R\027-84555200T\
河北P\唐山C\路北区D\三塔镇倪寨村前卜A\ O\黄志超R\010-60505887T\
河北省P\唐山市C\路北D\龙泉西路中段A\ O\黄志超R\020-87301719T\
河北P\唐山市C\路北D\饭坡乡赵庄村帽岭组3号A\ O\黄志超R\020-37591212T\
河北省P\唐山C\路北D\磁灶镇洋尾村下堡霞福路嘉禾楼1栋502A\ O\黄志超R\021-50758308T\
河北P\唐山C\路北D\城北街道圣风村一组A\ O\黄志超R\57837888-8025T\
王乾凯R\18605287036T\ O\河北P\唐山市C\古冶区D\迈皋桥街道迈尧路89-26号中铁青秀城商铺A\
王乾凯R\02866070293T\ O\河北省P\唐山C\古冶区D\苘山镇中韩路甲4-2号A\
王乾凯R\010-64813450T\ O\河北P\唐山C\古冶区D\皋兰路街道甘南路405号长征写字楼805室A\
王乾凯R\85728406T\ O\河北省P\唐山市C\古冶D\中山南路18号A\
王乾凯R\010-59725618T\ O\河北P\唐山市C\古冶D\陈官镇杨斗村A\
王乾凯R\010–88993123T\ O\河北省P\唐山C\古冶D\顺和街0001号A-16号楼113A\
王乾凯R\010-56199399T\ O\河北P\唐山C\古冶D\洪城路2号1幢B座1504室A\
河北P\唐山市C\开平区D\塘溪镇塘头村溪心王小桥头A\ O\莫雷诺R\010-51660200T\
河北省P\唐山C\开平区D\唐林北路东华旺角商业街25-16号A\ O\莫雷诺R\15010755189T\
河北P\唐山C\开平区D\鹏利路西段15号亿达花园11号楼1层47、48、49号商铺A\ O\莫雷诺R\021-64401107T\
河北省P\唐山市C\开平D\兰馨栗园8栋104号A\ O\莫雷诺R\010-53606288T\
河北P\唐山市C\开平D\龙港镇塘洪路62号一层A\ O\莫雷诺R\010-82251307T\
河北省P\唐山C\开平D\桃川镇个体街80号A\ O\莫雷诺R\010-85926655T\
河北P\唐山C\开平D\岳家桥镇洗澡坪村熊家铺A\ O\莫雷诺R\010-67857252T\
项秋萍R\57801214T\ O\河北P\唐山市C\丰南区D\新溉大道888号4幢1单元5-4A\
项秋萍R\18033685971T\ O\河北省P\唐山C\丰南区D\曾家镇五里冲村十二社A\
项秋萍R\010-88504006T\ O\河北P\唐山C\丰南区D\和平镇和平大道129号第3层001室（嘉田宾馆）A\
项秋萍R\15801153746T\ O\河北省P\唐山市C\丰南D\张槎街道莲塘村莲丰一路东17号之二A\
项秋萍R\0433-5923888T\ O\河北P\唐山市C\丰南D\上地四街8号楼4层四层4170A\
项秋萍R\010-62667558T\ O\河北省P\唐山C\丰南D\永中街道永定路1188号万达商业广场7幢1108室A\
项秋萍R\010-58503026T\ O\河北P\唐山C\丰南D\蟠龙镇陈仓村3组034号A\
河北P\唐山市C\丰润区D\渠阳镇飞山塘湖村A\ O\谭凌英R\18621848258T\
河北省P\唐山C\丰润区D\闻溪乡场镇青云街157号A\ O\谭凌英R\0999-8790867T\
河北P\唐山C\丰润区D\店埠镇公园路汇景新城40幢307室A\ O\谭凌英R\010-56024877T\
河北省P\唐山市C\丰润D\铁心桥春江新城住宅商业中心街10号A\ O\谭凌英R\0532-66067798T\
河北P\唐山市C\丰润D\油篓沟20号楼7单元7号A\ O\谭凌英R\0731-55581111T\
河北省P\唐山C\丰润D\国际五金建材称A19号楼0单元000101号A\ O\谭凌英R\0356-4814999T\
河北P\唐山C\丰润D\金盏乡皮村村西5号厂房(谷仓科技孵化器1108号)A\ O\谭凌英R\010-82251307T\
刘岩松R\021-36716022T\ O\河北P\唐山市C\曹妃甸区D\勒流街道裕源村清源清荣路八街4号A\
刘岩松R\18610735556T\ O\河北省P\唐山C\曹妃甸区D\城关镇文村A\
刘岩松R\010-60505887T\ O\河北P\唐山C\曹妃甸区D\鹿城镇火车站广场北侧A\
刘岩松R\01051581043T\ O\河北省P\唐山市C\曹妃甸D\南定镇朝阳路8号A\
刘岩松R\15618575606T\ O\河北P\唐山市C\曹妃甸D\小溪坝镇神农河三组A\
刘岩松R\021-50339500T\ O\河北省P\唐山C\曹妃甸D\城东街道办事处腾辉国际城1#16楼307号A\
刘岩松R\010-51816629T\ O\河北P\唐山C\曹妃甸D\龙山街道办事处人民东路人民路商贸城13栋10号A\
河北P\唐山市C\滦南县D\南洲镇宝塔湖村九组（文堰路）A\ O\漆炆R\0756-3628829T\
河北省P\唐山C\滦南县D\新开路87号A\ O\漆炆R\010-88110620T\
河北P\唐山C\滦南县D\河口镇紫杨村泉塘组A\ O\漆炆R\87666875T\
河北省P\唐山市C\滦南D\中山北路25号18栋1单元3楼3号A\ O\漆炆R\010-57208883T\
河北P\唐山市C\滦南D\哈日布呼镇奎屯布拉克村A\ O\漆炆R\18210549929T\
河北省P\唐山C\滦南D\西外金山路朝阳建材总厂内金山商住楼D幢第1层A\ O\漆炆R\010-82010278T\
河北P\唐山C\滦南D\工业路91号3幢4层401室A\ O\漆炆R\010-84417818T\
陆红军R\021-31651626T\ O\河北P\唐山市C\乐亭县D\青年街东一巷A\
陆红军R\0532-66067798T\ O\河北省P\唐山C\乐亭县D\人民东路国信大厦2514室A\
陆红军R\84409440T\ O\河北P\唐山C\乐亭县D\胶东街道办事处南庄四村北A\
陆红军R\021-60900597T\ O\河北省P\唐山市C\乐亭D\湖田镇王华村刘一组A\
陆红军R\59007788T\ O\河北P\唐山市C\乐亭D\马厂湖镇解放路与恒宇路交汇东500米路北A\
陆红军R\0335-5892120T\ O\河北省P\唐山C\乐亭D\开元大道248号1幢1315A\
陆红军R\0356-4814999T\ O\河北P\唐山C\乐亭D\盛庄街道湖东路与教育巷交汇处A\
河北P\唐山市C\迁西县D\华安西路42号金河国际商务楼D座2222室A\ O\张迪R\18600686363T\
河北省P\唐山C\迁西县D\中坝镇民主巷71号A\ O\张迪R\010-80729990T\
河北P\唐山C\迁西县D\翰林路888号6幢2单元28楼4号A\ O\张迪R\0571-57892976T\
河北省P\唐山市C\迁西D\崇文街道振兴街（莱茵国际0709）A\ O\张迪R\0760-88861888T\
河北P\唐山市C\迁西D\南京路金世纪广场（九州路）向北过桥路东门面A\ O\张迪R\021-61870500T\
河北省P\唐山C\迁西D\秦集村金洼12组A\ O\张迪R\025-68158438T\
河北P\唐山C\迁西D\石坪桥正街36号15-17号A\ O\张迪R\0351-7773014T\
杨凯R\021-68780259T\ O\河北P\唐山市C\玉田县D\长虹金域中央五期7栋3、4楼整层A\
杨凯R\021-52120775T\ O\河北省P\唐山C\玉田县D\鹤城镇繁华南街延伸段A幢1栋401室A\
杨凯R\18600686363T\ O\河北P\唐山C\玉田县D\大学城东路9号1幢14-14A\
杨凯R\020-32030534T\ O\河北省P\唐山市C\玉田D\民生街33号1层附1、5、6、8、9、10号A\
杨凯R\010-84029160T\ O\河北P\唐山市C\玉田D\黄花村兰沙塘组526号A\
杨凯R\17740820575T\ O\河北省P\唐山C\玉田D\王店镇卢庄村东园16户A\
杨凯R\18621848258T\ O\河北P\唐山C\玉田D\同泰路116号4号楼201房A\
河北P\唐山市C\河北唐山芦台经济开发区D\慎城镇二新路28号A\ O\杨颖R\021-64224530T\
河北省P\唐山C\河北唐山芦台经济开发区D\北滘镇北滘居委会天宁路19号海琴水岸9栋903A\ O\杨颖R\18033685971T\
河北P\唐山C\河北唐山芦台经济开发区D\玉城街道西青塘村A\ O\杨颖R\15110085072T\
李凌峰R\13510208015T\ O\河北P\唐山市C\唐山市汉沽管理区D\花园街道衢化路870号1幢12号A\
李凌峰R\0371-58508009T\ O\河北省P\唐山C\唐山市汉沽管理区D\台城舜德路133号金茂广场E座三层3057、3058、3059、3060号A\
李凌峰R\0755-86013388T\ O\河北P\唐山C\唐山市汉沽管理区D\纬一花园宜联贷写字楼8层A\
河北P\唐山市C\唐山高新技术产业开发区D\洪湖西路22号16-1号A\ O\林景文R\52926669T\
河北省P\唐山C\唐山高新技术产业开发区D\龙泉乡高架村4组A\ O\林景文R\010-56842323-8821T\
河北P\唐山C\唐山高新技术产业开发区D\大塘村赤里16队123-1号503室A\ O\林景文R\010-85699999T\
河北省P\唐山市C\高新区D\崇文办事处凤湾居委会土门巷110号A\ O\林景文R\025-51885765T\
河北P\唐山市C\高新区D\八一路乾禧苑A\ O\林景文R\56037666T\
河北省P\唐山C\高新区D\关河中路65号2号楼612号A\ O\林景文R\010-65503887T\
河北P\唐山C\高新区D\沿河路碧桂园门面四号楼101室102室A\ O\林景文R\63220808T\
李兴华R\010-67802566T\ O\河北P\唐山市C\河北唐山海港经济开发区D\凤凰镇凤凰现代城5-109A\
李兴华R\53657722T\ O\河北省P\唐山C\河北唐山海港经济开发区D\澧西街道办事处关心居委会湘北家装B3栋210号A\
李兴华R\15201696272T\ O\河北P\唐山C\河北唐山海港经济开发区D\葡萄棚高新技术产业园产业路4号201室A\
河北P\唐山市C\遵化市D\廉州镇廉州大道石湾路口A\ O\谭沃林R\56037666T\
河北省P\唐山C\遵化市D\罗旧镇巴州村刘家塘组18号A\ O\谭沃林R\18613812851T\
河北P\唐山C\遵化市D\安埠街278号401栋-1-1层29号A\ O\谭沃林R\0471-7292576T\
河北省P\唐山市C\遵化D\西安路60号6层3号A\ O\谭沃林R\82781919T\
河北P\唐山市C\遵化D\南大街178号-106号A\ O\谭沃林R\010-65533775T\
河北省P\唐山C\遵化D\东方书香园3-12号铺A\ O\谭沃林R\027-84555200T\
河北P\唐山C\遵化D\华观路1933号之三418房A\ O\谭沃林R\010-87189485T\
石正红R\67497325T\ O\河北P\唐山市C\迁安市D\春蕾路中段5－6号A\
石正红R\023-88960686T\ O\河北省P\唐山C\迁安市D\界石镇畅想路99号附16号A\
石正红R\86057709T\ O\河北P\唐山C\迁安市D\北部湾大道168号A\
石正红R\010-64789069T\ O\河北省P\唐山市C\迁安D\柴桥街道沃家村中央房24号A\
石正红R\010-57913678T\ O\河北P\唐山市C\迁安D\桂大路32号1栋（现为七星路32号1栋）1-12-4号房A\
石正红R\0532-55756067T\ O\河北省P\唐山C\迁安D\新津街道金港街金凤段南三巷16号第三层A\
石正红R\010-88310496T\ O\河北P\唐山C\迁安D\双墩镇北城世纪金源购物中心A\
河北P\唐山市C\滦州市D\樟溪乡兴村村45号A\ O\郭梦雪R\0377－63313698T\
河北省P\唐山C\滦州市D\华山镇华虎路东A\ O\郭梦雪R\021-20865313T\
河北P\唐山C\滦州市D\操坪彩印宿舍1栋204号A\ O\郭梦雪R\010-84318380T\
河北省P\唐山市C\滦州D\铜藕路新建村３４栋３０６房A\ O\郭梦雪R\010-56308089T\
河北P\唐山市C\滦州D\覃家岗镇新桥村金竹组39号A\ O\郭梦雪R\010-85761533T\
河北省P\唐山C\滦州D\淮安电子商务现代物流园内（淮安红楼国通快递有限公司综合楼二楼）A\ O\郭梦雪R\52926669T\
河北P\唐山C\滦州D\凤台东街2173号万通商业广场1号楼6层606室A\ O\郭梦雪R\010-56308089T\
常兴家R\010-60505887T\ O\河北P\秦皇岛市C\海港区D\滨江东路136号B座6楼（自编号：602）A\
常兴家R\021-52188097-821T\ O\河北省P\秦皇岛C\海港区D\长江道与南开三马路交口融汇广场2号楼814单元A\
